occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,"Pulsatilla patens","Pulsatilla patens (L.) Mill.","3033623","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Pulsatilla","Pulsatilla patens","Pulsatilla patens","(L.) Mill.","3033623",
,"Romanogobio belingi","Romanogobio belingi (Slastenenko, 1934)","2360795","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Romanogobio","Romanogobio belingi","Romanogobio belingi","(Slastenenko, 1934) ","2360795",
,"Stipa zalesskii","Stipa zalesskii Wilensky","6432021","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","Stipa zalesskii","Stipa zalesskii","Wilensky","6432021",
,"Tephroseris longifolia subsp. moravica","Tephroseris longifolia subsp. moravica Holub","4218630","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tephroseris","Tephroseris longifolia","Tephroseris longifolia moravica","Holub","4218630",
,"Triturus montandoni","Triturus montandoni (Boulenger, 1880)","2431906","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Lissotriton","Lissotriton montandoni","Triturus montandoni","(Boulenger, 1880) ","2431906","5218409"
,"Acipenser oxyrinchus","Acipenser oxyrinchus Mitchill, 1815","4287132","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Acipenseriformes","Acipenseridae","Acipenser","Acipenser oxyrinchus","Acipenser oxyrinchus","Mitchill, 1815","4287132",
,"Alosa alosa","Alosa alosa (Linnaeus, 1758)","2412685","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Clupeiformes","Clupeidae","Alosa","Alosa alosa","Alosa alosa","(Linnaeus, 1758) ","2412685",
,"Balaenoptera acutorostrata","Balaenoptera acutorostrata Lacépède, 1804","2440728","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera acutorostrata","Balaenoptera acutorostrata","Lacépède, 1804","2440728",
,"Bison bonasus","Bison bonasus (Linnaeus, 1758)","2441184","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bison","Bison bonasus","Bison bonasus","(Linnaeus, 1758) ","2441184",
,"Coregonus albula","Coregonus albula (Linnaeus, 1758)","2351027","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus albula","Coregonus albula","(Linnaeus, 1758) ","2351027",
,"Coregonus bavaricus","Coregonus bavaricus Hofer, 1909","2351193","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus bavaricus","Coregonus bavaricus","Hofer, 1909","2351193",
,"Coregonus fontanae","Coregonus fontanae Schulz & Freyhof, 2003","2351208","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus fontanae","Coregonus fontanae","Schulz & Freyhof, 2003","2351208",
,"Coregonus holsatus","Coregonus holsata Thienemann, 1916","5853927","FUZZY","96","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus holsata","Coregonus holsata","Thienemann, 1916","5853927",
,"Coregonus lucinensis","Coregonus lucinensis Thienemann, 1933","2351234","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus lucinensis","Coregonus lucinensis","Thienemann, 1933","2351234",
,"Coregonus oxyrhynchus","Coregonus oxyrinchus (Linnaeus, 1758)","2351155","FUZZY","96","ACCEPTED","SPECIES","Animalia","Chordata",,"Salmoniformes","Salmonidae","Coregonus","Coregonus oxyrinchus","Coregonus oxyrinchus","(Linnaeus, 1758) ","2351155",
,"Dichelyma capillaceum","Dichelyma capillaceum (Dicks.) Myrin","2678770","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Hypnales","Fontinalaceae","Dichelyma","Dichelyma capillaceum","Dichelyma capillaceum","(Dicks.) Myrin","2678770",
,"Dytiscus latissimus","Dytiscus latissimus Linnaeus, 1758","4470292","EXACT","98","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Dytiscidae","Dytiscus","Dytiscus latissimus","Dytiscus latissimus","Linnaeus, 1758","4470292",
,"Gortyna borelii lunata","Gortyna borelii lunata Freyer, 1837","6199932","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Gortyna","Gortyna borelii","Gortyna borelii lunata","Freyer, 1837","6199932",
,"Lacerta bilineata","Lacerta bilineata Daudin, 1802","6159243","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Lacerta","Lacerta bilineata","Lacerta bilineata","Daudin, 1802","6159243",
,"Mustela lutreola","Mustela lutreola (Linnaeus, 1761)","5219007","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela lutreola","Mustela lutreola","(Linnaeus, 1761) ","5219007",
,"Oenanthe conioides","Oenanthe conioides Nolte ex Lange","7443268","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Oenanthe","Oenanthe conioides","Oenanthe conioides","Nolte ex Lange","7443268",
,"Petromyzon marinus","Petromyzon marinus Linnaeus, 1758","8236498","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon","Petromyzon marinus","Petromyzon marinus","Linnaeus, 1758","8236498",
,"Sabanejewia baltica","Sabanejewia baltica Witkowski, 1994","2367870","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Sabanejewia","Sabanejewia baltica","Sabanejewia baltica","Witkowski, 1994","2367870",
,"Saxifraga hirculus","Saxifraga hirculus L.","3032811","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga hirculus","Saxifraga hirculus","L.","3032811",
,"Stipa bavarica","Stipa bavarica Martinovský & H.Scholz","4144397","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Stipa","Stipa bavarica","Stipa bavarica","Martinovský & H.Scholz","4144397",
,"Vertigo genesii","Vertigo genesii (Gredler, 1856)","4567211","EXACT","99","ACCEPTED","SPECIES","Animalia","Mollusca","Gastropoda","Stylommatophora","Vertiginidae","Vertigo","Vertigo genesii","Vertigo genesii","(Gredler, 1856) ","4567211",
,"Balaenoptera physalus","Balaenoptera physalus (Linnaeus, 1758)","2440718","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera physalus","Balaenoptera physalus","(Linnaeus, 1758) ","2440718",
,"Globicephala melas","Globicephala melas (Traill, 1809)","2440596","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Globicephala","Globicephala melas","Globicephala melas","(Traill, 1809) ","2440596",
,"Megaptera novaeangliae","Megaptera novaeangliae (Borowski, 1781)","5220086","EXACT","97","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae","Megaptera novaeangliae","(Borowski, 1781) ","5220086",
,"Orcinus orca","Orcinus orca (Linnaeus, 1758)","2440483","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Orcinus","Orcinus orca","Orcinus orca","(Linnaeus, 1758) ","2440483",
,"Agrimonia pilosa","Agrimonia pilosa Ledeb.","3002003","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia","Agrimonia pilosa","Agrimonia pilosa","Ledeb.","3002003",
,"Boros schneideri","Boros schneideri (Panzer, 1795)","4456155","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Boridae","Boros","Boros schneideri","Boros schneideri","(Panzer, 1795) ","4456155",
,"Cinna latifolia","Cinna latifolia (Trevir. ex Göpp.) Griseb.","2704845","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cinna","Cinna latifolia","Cinna latifolia","(Trevir. ex Göpp.) Griseb.","2704845",
,"Cottus koshewnikowi","Cottus koshewnikowi Gratzianov, 1907","2334093","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Scorpaeniformes","Cottidae","Cottus","Cottus koshewnikowi","Cottus koshewnikowi","Gratzianov, 1907","2334093",
,"Dianthus arenarius subsp. arenarius","Dianthus arenarius subsp. arenarius","7267942","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Dianthus","Dianthus arenarius","Dianthus arenarius arenarius",,"7267942",
,"Encalypta mutica","Encalypta mutica I.Hagen","5280170","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Encalyptales","Encalyptaceae","Encalypta","Encalypta mutica","Encalypta mutica","I.Hagen","5280170",
,"Moehringia lateriflora","Moehringia lateriflora (L.) Fenzl","3085371","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Moehringia","Moehringia lateriflora","Moehringia lateriflora","(L.) Fenzl","3085371",
,"Oxyporus mannerheimii","Oxyporus mannerheimii Gyllenhal, 1827","7516178","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Oxyporus","Oxyporus mannerheimii","Oxyporus mannerheimii","Gyllenhal, 1827","7516178",
,"Pteromys volans","Pteromys volans (Linnaeus, 1758)","2437258","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Pteromys","Pteromys volans","Pteromys volans","(Linnaeus, 1758) ","2437258",
,"Pusa hispida botnica","Pusa hispida botnica (Gmelin, 1788)","5219373","EXACT","98","ACCEPTED","SUBSPECIES","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Pusa","Pusa hispida","Pusa hispida botnica","(Gmelin, 1788) ","5219373",
,"Rhinanthus osiliensis","Rhinanthus osiliensis (Ronniger & Saarsoo) Vassilcz.","7389318","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Rhinanthus","Rhinanthus osiliensis","Rhinanthus osiliensis","(Ronniger & Saarsoo) Vassilcz.","7389318",
,"Saussurea alpina subsp. esthonica","Saussurea alpina subsp. esthonica (Baer ex Rupr.) Kupffer","6076621","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Saussurea","Saussurea esthonica","Saussurea alpina esthonica","(Baer ex Rupr.) Kupffer","6076621","8252814"
,"Sisymbrium supinum","Brassicaceae","3112","HIGHERRANK","97","ACCEPTED","FAMILY","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae",,,"Brassicaceae",,"3112",
,"Tortella rigens","Tortella rigens Alberts.","2671366","EXACT","99","ACCEPTED","SPECIES","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Tortella","Tortella rigens","Tortella rigens","Alberts.","2671366",
,"Xyletinus tremulicola","Xyletinus tremulicola Kangas, 1958","4426238","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xyletinus","Xyletinus tremulicola","Xyletinus tremulicola","Kangas, 1958","4426238",
,"Xylomoia strix","Xylomoia strix Mikkola, 1980","1772458","EXACT","99","ACCEPTED","SPECIES","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylomoia","Xylomoia strix","Xylomoia strix","Mikkola, 1980","1772458",
,"Acipenser naccarii","Acipenser naccarii Bonaparte, 1836","2402193","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Acipenseriformes","Acipenseridae","Acipenser","Acipenser naccarii","Acipenser naccarii","Bonaparte, 1836","2402193",
,"Alburnus vistonicus","Alburnus vistonicus Freyhof & Kottelat, 2007","2362914","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Alburnus","Alburnus vistonicus","Alburnus vistonicus","Freyhof & Kottelat, 2007","2362914",
,"Alburnus volviticus","Alburnus volviticus Freyhof & Kottelat, 2007","2363032","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Alburnus","Alburnus volviticus","Alburnus volviticus","Freyhof & Kottelat, 2007","2363032",
,"Algyroides moreoticus","Algyroides moreoticus Bibron & Bory, 1833","2469367","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Algyroides","Algyroides moreoticus","Algyroides moreoticus","Bibron & Bory, 1833","2469367",
,"Algyroides nigropunctatus","Algyroides nigropunctatus (Duméril & Bibron, 1839)","2469363","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Algyroides","Algyroides nigropunctatus","Algyroides nigropunctatus","(Duméril & Bibron, 1839) ","2469363",
,"Alosa macedonica","Alosa macedonica (Vinciguerra, 1921)","2412619","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Clupeiformes","Clupeidae","Alosa","Alosa macedonica","Alosa macedonica","(Vinciguerra, 1921) ","2412619",
,"Alosa vistonica","Alosa vistonica Economidis & Sinis, 1986","2412683","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Clupeiformes","Clupeidae","Alosa","Alosa vistonica","Alosa vistonica","Economidis & Sinis, 1986","2412683",
,"Anatololacerta anatolica","Anatololacerta anatolica (Werner, 1900)","5789536","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Anatololacerta","Anatololacerta anatolica","Anatololacerta anatolica","(Werner, 1900) ","5789536",
,"Anatololacerta pelasgiana","Anatololacerta pelasgiana (Mertens, 1959)","9565497","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Lacertidae","Anatololacerta","Anatololacerta pelasgiana","Anatololacerta pelasgiana","(Mertens, 1959) ","9565497",
,"Androcymbium rechingeri","Androcymbium rechingeri Greuter","2740521","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","Colchicum rechingeri","Androcymbium rechingeri","Greuter","2740521","2740522"
,"Anthemis glaberrima","Anthemis glaberrima (Rech.fil.) Greuter","3122645","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Anthemis","Anthemis glaberrima","Anthemis glaberrima","(Rech.fil.) Greuter","3122645",
,"Aphanius almiriensis","Aphanius almiriensis Kottelat, Barbieri & Stoumboudi, 2007","2348137","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cyprinodontiformes","Cyprinodontidae","Aphanius","Aphanius almiriensis","Aphanius almiriensis","Kottelat, Barbieri & Stoumboudi, 2007","2348137",
,"Asyneuma giganteum","Asyneuma giganteum (Boiss.) Bornm.","3168262","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Asyneuma","Asyneuma giganteum","Asyneuma giganteum","(Boiss.) Bornm.","3168262",
,"Barbus albanicus","Barbus albanicus Steindachner, 1870","5739561","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Luciobarbus","Luciobarbus albanicus","Barbus albanicus","Steindachner, 1870","5739561","2364698"
,"Barbus euboicus","Barbus euboicus Stephanidis, 1950","5739534","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus euboicus","Barbus euboicus","Stephanidis, 1950","5739534",
,"Barbus macedonicus","Barbus macedonicus Karaman, 1928","5206966","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus macedonicus","Barbus macedonicus","Karaman, 1928","5206966",
,"Barbus peloponnesius","Barbus peloponnesius Valenciennes, 1842","5206714","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus peloponnesius","Barbus peloponnesius","Valenciennes, 1842","5206714",
,"Barbus pergamonensis","Barbus pergamonensis Karaman, 1971","5207176","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus pergamonensis","Barbus pergamonensis","Karaman, 1971","5207176",
,"Barbus prespensis","Barbus prespensis Karaman, 1924","5739562","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus prespensis","Barbus prespensis","Karaman, 1924","5739562",
,"Barbus sperchiensis","Barbus sperchiensis Stephanidis, 1950","5207064","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cyprinidae","Barbus","Barbus sperchiensis","Barbus sperchiensis","Stephanidis, 1950","5207064",
,"Bupleurum capillare","Bupleurum capillare Boiss. & Heldr.","3639640","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Bupleurum","Bupleurum capillare","Bupleurum capillare","Boiss. & Heldr.","3639640",
,"Bupleurum kakiskalae","Bupleurum kakiskalae Greuter","3638275","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Bupleurum","Bupleurum kakiskalae","Bupleurum kakiskalae","Greuter","3638275",
,"Capra aegagrus","Capra aegagrus Erxleben, 1777","4409366","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus","Capra aegagrus","Erxleben, 1777","4409366","4262706"
,"Centaurea attica subsp. megarensis","Centaurea attica subsp. megarensis (Halácsy & Hayek) Dostál","4206359","EXACT","99","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea attica","Centaurea attica megarensis","(Halácsy & Hayek) Dostál","4206359",
,"Centaurea heldreichii","Centaurea heldreichii Halácsy","3128049","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea heldreichii","Centaurea heldreichii","Halácsy","3128049",
,"Centaurea kalambakensis","Centaurea kalambakensis Freyn & Sint.","3127554","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea kalambakensis","Centaurea kalambakensis","Freyn & Sint.","3127554",
,"Centaurea lactiflora","Centaurea lactiflora Halácsy","3128480","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea lactiflora","Centaurea lactiflora","Halácsy","3128480",
,"Centaurea lancifolia","Centaurea lancifolia Sieber ex Spreng.","3128612","EXACT","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea lancifolia","Centaurea lancifolia","Sieber ex Spreng.","3128612",
,"Centaurea niederi","Centaurea niederi Heldr.","3127473","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea niederi","Centaurea niederi","Heldr.","3127473",
,"Centaurea peucedanifolia","Centaurea peucedanifolia Boiss. & Orph.","3128211","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea peucedanifolia","Centaurea peucedanifolia","Boiss. & Orph.","3128211",
,"Centaurea princeps","Centaurea princeps Boiss. & Heldr.","3128679","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Centaurea","Centaurea princeps","Centaurea princeps","Boiss. & Heldr.","3128679",
,"Centrostephanus longispinus","Centrostephanus longispinus (Philippi, 1845)","2279029","EXACT","99","ACCEPTED","SPECIES","Animalia","Echinodermata","Echinoidea","Diadematoida","Diadematidae","Centrostephanus","Centrostephanus longispinus","Centrostephanus longispinus","(Philippi, 1845) ","2279029",
,"Cephalanthera cucullata","Cephalanthera cucullata Boiss. & Heldr.","2795928","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Cephalanthera","Cephalanthera cucullata","Cephalanthera cucullata","Boiss. & Heldr.","2795928",
,"Clinopodium taygeteum","Clinopodium taygeteum (P.H.Davis) Bräuchler","3885512","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Clinopodium","Clinopodium taygeteum","Clinopodium taygeteum","(P.H.Davis) Bräuchler","3885512",
,"Cobitis arachthosensis","Cobitis arachthosensis Economidis & Nalbant, 1996","2368261","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis arachthosensis","Cobitis arachthosensis","Economidis & Nalbant, 1996","2368261",
,"Cobitis hellenica","Cobitis hellenica Economidis & Nalbant, 1996","2368189","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis hellenica","Cobitis hellenica","Economidis & Nalbant, 1996","2368189",
,"Cobitis meridionalis","Cobitis meridionalis Karaman, 1924","2368173","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis meridionalis","Cobitis meridionalis","Karaman, 1924","2368173",
,"Cobitis ohridana","Cobitis ohridana Karaman, 1928","2368235","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis ohridana","Cobitis ohridana","Karaman, 1928","2368235",
,"Cobitis puncticulata","Cobitis puncticulata Erk'akan, Atalay-Ekmekçi & Nalbant, 1998","9227457","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis puncticulata","Cobitis puncticulata","Erk'akan, Atalay-Ekmekçi & Nalbant, 1998","9227457",
,"Cobitis punctilineata","Cobitis punctilineata Economidis & Nalbant, 1996","2368219","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis punctilineata","Cobitis punctilineata","Economidis & Nalbant, 1996","2368219",
,"Cobitis stephanidisi","Cobitis stephanidisi Economidis, 1992","2368194","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis stephanidisi","Cobitis stephanidisi","Economidis, 1992","2368194",
,"Cobitis trichonica","Cobitis trichonica Stephanidis, 1974","2368176","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis trichonica","Cobitis trichonica","Stephanidis, 1974","2368176",
,"Cobitis vardarensis","Cobitis vardarensis Karaman, 1928","4286856","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata",,"Cypriniformes","Cobitidae","Cobitis","Cobitis vardarensis","Cobitis vardarensis","Karaman, 1928","4286856",
,"Consolida samia","Consolida samia P.H.Davis","3925489","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium samium","Consolida samia","P.H.Davis","3925489","9680003"
,"Convolvulus argyrothamnus","Convolvulus argyrothamnos Greuter","3677070","FUZZY","93","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Convolvulus","Convolvulus argyrothamnos","Convolvulus argyrothamnos","Greuter","3677070",
,"Corallium rubrum","Corallium rubrum (Linnaeus, 1758)","5185014","EXACT","99","ACCEPTED","SPECIES","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Coralliidae","Corallium","Corallium rubrum","Corallium rubrum","(Linnaeus, 1758) ","5185014",
,"Dermochelys coriacea","Dermochelys coriacea (Vandelli, 1761)","9789983","EXACT","98","ACCEPTED","SPECIES","Animalia","Chordata","Testudines",,"Dermochelyidae","Dermochelys","Dermochelys coriacea","Dermochelys coriacea","(Vandelli, 1761) ","9789983",
,"Economidichthys pygmaeus","Economidichthys pygmaeus (Holly, 1929)","2375330","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Gobiidae","Economidichthys","Economidichthys pygmaeus","Economidichthys pygmaeus","(Holly, 1929) ","2375330",
,"Economidichthys trichonis","Economidichthys trichonis Economidis & Miller, 1990","2375336","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata",,"Perciformes","Gobiidae","Economidichthys","Economidichthys trichonis","Economidichthys trichonis","Economidis & Miller, 1990","2375336",
,"Eirenis modestus","Eirenis modestus Martin, 1838","2455751","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Squamata",,"Colubridae","Eirenis","Eirenis modestus","Eirenis modestus","Martin, 1838","2455751",
,"Eudontomyzon graecus","Eudontomyzon graecus Renaud & Economidis, 2010","5962958","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Caspiomyzon","Caspiomyzon graecus","Eudontomyzon graecus","Renaud & Economidis, 2010","5962958","5962957"
,"Eudontomyzon hellenicus","Eudontomyzon hellenicus Vladykov, Renaud, Kott & Economidis, 1982","2421314","EXACT","98","SYNONYM","SPECIES","Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Caspiomyzon","Caspiomyzon hellenicus","Eudontomyzon hellenicus","Vladykov, Renaud, Kott & Economidis, 1982","2421314","5962956"
,"Fritillaria conica","Fritillaria conica Boiss.","5300841","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","Fritillaria conica","Fritillaria conica","Boiss.","5300841",
,"Fritillaria obliqua","Fritillaria obliqua Ker Gawl.","5300571","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","Fritillaria obliqua","Fritillaria obliqua","Ker Gawl.","5300571",
,"Fritillaria rhodocanakis","Fritillaria rhodocanakis Orph. ex Baker","5300607","EXACT","98","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Fritillaria","Fritillaria rhodocanakis","Fritillaria rhodocanakis","Orph. ex Baker","5300607",
,"Globularia stygia","Globularia stygia Orph.","5578459","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Globularia","Globularia stygia","Globularia stygia","Orph.","5578459",
,"Grampus griseus","Grampus griseus (G.Cuvier, 1812)","5220027","EXACT","99","ACCEPTED","SPECIES","Animalia","Chordata","Mammalia","Cetacea","Delphinidae","Grampus","Grampus griseus","Grampus griseus","(G.Cuvier, 1812) ","5220027",
,"Helichrysum sibthorpii","Helichrysum sibthorpii Rouy","3131630","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","Helichrysum sibthorpii","Helichrysum sibthorpii","Rouy","3131630",
